"worksheet_id","reviewer_slot","pack_id","question_id","question_content_sha256","english_correct","answer_unique","explanation_correct","hint_safe","asset_consistent","rights_clear","age_appropriate","verdict","review_note","failed_criteria_notes","suggested_revision"
"draft-3c9686dac6674cc4-teacher-02-122","teacher-02","draft-3c9686dac6674cc4","g4-review-yes-no-06","d381744767b59125ed83a8792cf8f7ad432b643cc995b02edcccf4a0ce6307d6","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-123","teacher-02","draft-3c9686dac6674cc4","g4-review-yes-no-07","0afc3aad64271de32f4ec89b411a74ab8044326028ed9a3ef61481aa0e5ca419","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-124","teacher-02","draft-3c9686dac6674cc4","g4-review-cvc-01","765b26b099ba3a56bfdcf5f8620a31ac1ee97a694574cac4c1d58ebcea85fa03","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-125","teacher-02","draft-3c9686dac6674cc4","g4-review-cvc-02","a8ca2f598c26c39929eba6aafe1b75a0301286f2f2c52254d798f0ac0c7f189d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-126","teacher-02","draft-3c9686dac6674cc4","g4-review-cvc-03","26122f22b1ccd3e81d0f5f153ae8d01222df35b5df109e626c68df6dba015c65","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-127","teacher-02","draft-3c9686dac6674cc4","g4-review-cvc-04","3977a0a38209bcfed8b5625806c07d3abd31ca8cd89f6c102c4ca40b7825fca6","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-128","teacher-02","draft-3c9686dac6674cc4","g4-review-cvc-05","e8567409c0b953d58a3cbefbaf38999b44ba90b02000d38866c1db247e2248eb","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-129","teacher-02","draft-3c9686dac6674cc4","g4-review-cvc-06","05145c33b32b7fc6dd68eaaa36eae0427220167e1a029c9b219cb583593bf1d1","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-130","teacher-02","draft-3c9686dac6674cc4","g4-review-cvc-07","96c6d45128f0513c3bf7fa2f56b2af6fbc6a6bfe720ad1d13a3ff253ac7e163a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-131","teacher-02","draft-3c9686dac6674cc4","g5-review-weather-01","870985f24e4fe0349e1782621de5133fa96f7b8959ed1fec3fe13e6fdf9df13b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-132","teacher-02","draft-3c9686dac6674cc4","g5-review-weather-02","6118ac582c2533c0b59459ca8bf642e963a6a71fb6cc620e9bf2c8cd4fecf3d2","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-133","teacher-02","draft-3c9686dac6674cc4","g5-review-weather-03","a03fa5fd90398f924b58460c2e15fbc7362b8fffa2211ac507e4a3392c0c20f2","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-134","teacher-02","draft-3c9686dac6674cc4","g5-review-weather-04","3abe1a72244aeeca769f88f64484c02ab128b1de123c4c478e392eccb8f0173a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-135","teacher-02","draft-3c9686dac6674cc4","g5-review-weather-05","56b692c2d253b05f418c018ea90e7b661d59adf35bdb9b3891a2a52e3d10534a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-136","teacher-02","draft-3c9686dac6674cc4","g5-review-weather-06","6f12d7572f5778b96ef26d825c242df568c1db8af87c1b84cfa50b7416e21f83","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-137","teacher-02","draft-3c9686dac6674cc4","g5-review-weather-07","d7fe962b2756677534aadbb4cfee4aafa0de1a182f163d4690add047f32ac947","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-138","teacher-02","draft-3c9686dac6674cc4","g5-review-image-01","0c1f6712d70b73d3b011461dbb38c2fd0fe24004ac342d0c5d9584a1b95ae202","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-139","teacher-02","draft-3c9686dac6674cc4","g5-review-image-02","8d599de0b94315310fde00d7f66da5f24dd72d3ee088551f949f827914b6662b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-140","teacher-02","draft-3c9686dac6674cc4","g5-review-image-03","ab8db9028c8407a9b670734e5a569d8250a54e5442fd77c952671b23413ada45","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-141","teacher-02","draft-3c9686dac6674cc4","g5-review-image-04","4a62fdffee9374676f72136880ddbf418e782ee56c115de36e452b4bdd169a2b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-142","teacher-02","draft-3c9686dac6674cc4","g5-review-image-05","75e6bfdbfd4c5d60770d71c7ba7ef83d3f548ec6488fea771e4e3d9bebf5164c","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-143","teacher-02","draft-3c9686dac6674cc4","g5-review-image-06","47ddf039c7e4d882d71ffe6490e00fa7c5c49b6e8bd103a5e3309e3e6eda7972","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-144","teacher-02","draft-3c9686dac6674cc4","g5-review-image-07","071b580a5ce628df1e2ca08ee5fde36843ff9e4bd8be5e3c1656e68b25a85b95","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-145","teacher-02","draft-3c9686dac6674cc4","g5-review-adjective-01","fb329c3c7be9b6f49f9227962cc6890ce06b82eb43767e6b54b9ce998f1b9375","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-146","teacher-02","draft-3c9686dac6674cc4","g5-review-adjective-02","47967bfb9c59dc9ea6af246d611705e09e161b60a7164aca332a92f795af11fe","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-147","teacher-02","draft-3c9686dac6674cc4","g5-review-adjective-03","6e89b7f8db0b6807d1a91c4ec98503bcf792b6f6057dce56f7e6be1734b304e7","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-148","teacher-02","draft-3c9686dac6674cc4","g5-review-adjective-04","2616dca2ec2ce6f30e97a0067b80ca4de2a7107b21bbfa731f126d712c8df40d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-149","teacher-02","draft-3c9686dac6674cc4","g5-review-adjective-05","bd24a713890d1db78078febc5457bd1135a012ecc08017dbf1c9c29feb12e2d3","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-150","teacher-02","draft-3c9686dac6674cc4","g5-review-adjective-06","e628de69998c7ef0544667448c0ebdc172b933e4b8e3eaa85ce892cf4a0de6ec","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-151","teacher-02","draft-3c9686dac6674cc4","g5-review-adjective-07","bd9c950ef52b5a0c1c09ff3253a1be059e5658b0ea5c096921d045a9fe943701","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-152","teacher-02","draft-3c9686dac6674cc4","g5-review-age-can-01","2a9e31a82a520ee8ceb5bbcf0146af3eae469b96ce199e2e51cbfd42492a1976","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-153","teacher-02","draft-3c9686dac6674cc4","g5-review-age-can-02","bda315d83dc673c4178d050d1eee3359a90973dc07a1aa3689ac69231a0e0561","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-154","teacher-02","draft-3c9686dac6674cc4","g5-review-age-can-03","0646722b01fa33fc7c06cccf64afd596f9b801a34a744649ae39a4d560e86013","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-155","teacher-02","draft-3c9686dac6674cc4","g5-review-age-can-04","b566334be6a5a0595e2014a9fbe6b5b320669cdaa0a478b16cba7961531cd24c","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-156","teacher-02","draft-3c9686dac6674cc4","g5-review-age-can-05","678c5f36d9921e84a2a7cd9e83894adc418fa1bb4dd969413907e84b6a269119","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-157","teacher-02","draft-3c9686dac6674cc4","g5-review-age-can-06","aefc97a84a4162d79b21fc59f59df88da9195dd168a986cd580d1192eada08f4","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-158","teacher-02","draft-3c9686dac6674cc4","g5-review-age-can-07","7a9871e5ffc5772c5cf66133c3741898b92c3c531aa4bf3f03f204e4197ca786","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-159","teacher-02","draft-3c9686dac6674cc4","g5-review-dialogue-01","3f338fb42510d3d76858bb8ed3c67a5f808fc3b9834117a0c268a42112ee97d1","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-160","teacher-02","draft-3c9686dac6674cc4","g5-review-dialogue-02","c99c76c7f79869fc8e98691b85b0803c59f546781a8768b81e1253c2c9dc4831","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-161","teacher-02","draft-3c9686dac6674cc4","g5-review-dialogue-03","47db5cf03dff805accb9c1d02925f5aace95c33a9c6847db3d15f48e0c3c0dfe","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-162","teacher-02","draft-3c9686dac6674cc4","g5-review-dialogue-04","a14ef5c5f6d7c44e9358602f79408527cdcb4b94c92706509c101ea1f19efbc6","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-163","teacher-02","draft-3c9686dac6674cc4","g5-review-dialogue-05","31edf9f7c9ad5960fdd6b6cbdf14e77bb5f7ded9154c0f9b5246ea11cd246979","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-164","teacher-02","draft-3c9686dac6674cc4","g5-review-dialogue-06","71703b8c6a937362734353713cab20262b075f6d3809b12b7f861207ad8c07f8","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-165","teacher-02","draft-3c9686dac6674cc4","g5-review-dialogue-07","22bb2b70abb470c2656e0bf845b041a7667e523bde600b12226f571d69104cbc","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-166","teacher-02","draft-3c9686dac6674cc4","g6-review-place-01","3208262d0863603877765973f9771fa18cbdb62d910903ff5f89f41dcc6b207b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-167","teacher-02","draft-3c9686dac6674cc4","g6-review-place-02","ccafa20e6f32269f110a99963b00a75da3178325f052175c3c8aa3a5acfebbdc","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-168","teacher-02","draft-3c9686dac6674cc4","g6-review-place-03","af61e93462b3da3de2ca9f686d867e540ccdb583409a6e60bf89b521d6d909e0","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-169","teacher-02","draft-3c9686dac6674cc4","g6-review-place-04","8ff76d9e734ec68ad5f3ec503d92a0cf6d3b785b7bf1305621fff4768b6c326b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-170","teacher-02","draft-3c9686dac6674cc4","g6-review-place-05","4073d58b492f3081c5d69a551a9e1b25c1cf59c0f4e4edbcba80026c70b8521f","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-171","teacher-02","draft-3c9686dac6674cc4","g6-review-place-06","ea0d704d7a27dcfe14d7862bcce970ccf9a6dd8af1464cf7e099087c1dd0f904","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-172","teacher-02","draft-3c9686dac6674cc4","g6-review-place-07","cf228ef0291519a5f8aa3aa8bf269b666cd22f188991b148ca8cc69c250fe7d1","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-173","teacher-02","draft-3c9686dac6674cc4","g6-review-progressive-01","d850e36cde0be37801c55de60ec818cbdacc1239c1fcd9156b43d2e73370b670","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-174","teacher-02","draft-3c9686dac6674cc4","g6-review-progressive-02","5e39244cfefbe85b0a59ae4d299913fe1f36d238b09e393f7b47062ce593f87e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-175","teacher-02","draft-3c9686dac6674cc4","g6-review-progressive-03","3490aca386cf766d48953e1b9093eb47e8050564914e106dbd61737f8c667070","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-176","teacher-02","draft-3c9686dac6674cc4","g6-review-progressive-04","a3ee205fbbe8d7b4305ca518c4edb18395a8c07fdf3362c4366df0f938044d5e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-177","teacher-02","draft-3c9686dac6674cc4","g6-review-progressive-05","d915c06242877fe7ed034cd3dc601a9fbdbbf120d50509f7f720584f78b8a11b","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-178","teacher-02","draft-3c9686dac6674cc4","g6-review-progressive-06","64249ca9796d0591774f83704750e2b96d23dd269423e59f012861e31707c649","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-179","teacher-02","draft-3c9686dac6674cc4","g6-review-progressive-07","810e6d6bed655b1f9eb78517dbc7aaf4b5c6ac88805f1749379275715d199754","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-180","teacher-02","draft-3c9686dac6674cc4","g6-review-clothing-01","e9a90801e74753b794dfef3b785cba249bc069af4cc17473d512313d3ede0475","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-181","teacher-02","draft-3c9686dac6674cc4","g6-review-clothing-02","ea99063872b097bf212f365f4e5fe752dff631d2d29e883f06b665bf42a37a3e","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-182","teacher-02","draft-3c9686dac6674cc4","g6-review-clothing-03","372798535e6e68588c6b94aa49f076595d0da791247188a7047b734052e44d65","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-183","teacher-02","draft-3c9686dac6674cc4","g6-review-clothing-04","d906545de1999e1303166d401583ec99f50cb2a622682ff2f50538a040cf2151","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-184","teacher-02","draft-3c9686dac6674cc4","g6-review-clothing-05","9ead6842bf82e8cfcaec20af2ceee83f714f03b9934899f1f9cf2cef823bac32","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-185","teacher-02","draft-3c9686dac6674cc4","g6-review-clothing-06","6823f6681442c92d8cea8a2ea0c7cdbea8520c9bbbee4b58722204a3b13f8003","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-186","teacher-02","draft-3c9686dac6674cc4","g6-review-clothing-07","b0d51d1fd68ea00bc1e2272a28a4c31d6848b80587dae89e0e67e5529fa277bb","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-187","teacher-02","draft-3c9686dac6674cc4","g6-review-occupation-01","62c7275ef6e2d3187bc7a334a5b2fe4f6f91a1841a4849007394f97227012287","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-188","teacher-02","draft-3c9686dac6674cc4","g6-review-occupation-02","d6137a43383e80340d5193143d142134db0d1b1db1bfcd4096e8ebb84dd4938a","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-189","teacher-02","draft-3c9686dac6674cc4","g6-review-occupation-03","5365f5cdfc1dc584cff3e19c1a97adbc92d81f4fb16867926fa25221f7b081fb","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-190","teacher-02","draft-3c9686dac6674cc4","g6-review-occupation-04","1acaf85a5cb26d58628722bdca4582401196b7f307d1cc6af185057d9870190d","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-191","teacher-02","draft-3c9686dac6674cc4","g6-review-occupation-05","0e4c4fedad15a79079e04f26e23a432807f9f36c40c45ff5a59d5cb698b9e415","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-192","teacher-02","draft-3c9686dac6674cc4","g6-review-occupation-06","d60f8dc4fb736de61ffc8000dede7328fc697d9ba21cc8419497b80223ec35ba","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-193","teacher-02","draft-3c9686dac6674cc4","g6-review-occupation-07","e1687ff6c4af84c82a7f5a658b94de679cd0b02942e28d7d6bb6417ffcc00b98","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-194","teacher-02","draft-3c9686dac6674cc4","g6-review-integrated-01","6721549028b6e2f2f1d3abc17eef500c1cce635eede178b347e73bf3b246bf51","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-195","teacher-02","draft-3c9686dac6674cc4","g6-review-integrated-02","c86cb58a28de3c4e4c14991ac80b1efe72c97f49facb661896efda0c93cf99e6","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-196","teacher-02","draft-3c9686dac6674cc4","g6-review-integrated-03","12d88e93ba2c6753004b565353840f42b1e5db755daa377af739f8676405816f","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-197","teacher-02","draft-3c9686dac6674cc4","g6-review-integrated-04","dca20a4fb6605c7522f4760dabcbfe6071d069c9627ec84df29d9414cf8905be","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-198","teacher-02","draft-3c9686dac6674cc4","g6-review-integrated-05","94decf5e4fef4d8efa61b4948678d701b3f8af8e6369913ef461d377d5b27d5c","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-199","teacher-02","draft-3c9686dac6674cc4","g6-review-integrated-06","e1ae61c5178063ee9bb858a7fd6c1d7b8263278bec6fd23fc8d006e6ddc3e3a4","","","","","","","","","","",""
"draft-3c9686dac6674cc4-teacher-02-200","teacher-02","draft-3c9686dac6674cc4","g6-review-integrated-07","a4376a13071663163df161e9f2bba2358fb6cb20a6226a0f2bbd173e96a04c02","","","","","","","","","","",""
